HYPERPARAMS
n_neurons_hl1 = 256
n_neurons_hl2 = 256
discount = 0.99
learning_rate = 0.001
##################################################
EP	reward	steps	d_start	d_end	covered	info
15621	-55.4	100	0.0848	0.0934	-0.0087	MAX STEPS 100 REACHED, DISTANCE 0.0934.
15622	-38.7	100	0.0156	0.0240	-0.0084	MAX STEPS 100 REACHED, DISTANCE 0.0240.
15623	-36.7	100	0.0449	0.0127	0.0322	MAX STEPS 100 REACHED, DISTANCE 0.0127.
15624	-45.2	100	0.0833	0.0344	0.0489	MAX STEPS 100 REACHED, DISTANCE 0.0344.
15625	-53.0	100	0.0662	0.0810	-0.0148	MAX STEPS 100 REACHED, DISTANCE 0.0810.
15626	-39.6	100	0.0404	0.0203	0.0200	MAX STEPS 100 REACHED, DISTANCE 0.0203.
15627	-53.1	100	0.0788	0.0843	-0.0055	MAX STEPS 100 REACHED, DISTANCE 0.0843.
15628	-56.2	100	0.1049	0.0965	0.0084	MAX STEPS 100 REACHED, DISTANCE 0.0965.
15629	-53.1	100	0.0903	0.0749	0.0154	MAX STEPS 100 REACHED, DISTANCE 0.0749.
15630	-50.9	100	0.0823	0.0623	0.0200	MAX STEPS 100 REACHED, DISTANCE 0.0623.
15631	-41.1	100	0.0680	0.0250	0.0430	MAX STEPS 100 REACHED, DISTANCE 0.0250.
15632	-42.3	100	0.0653	0.0333	0.0320	MAX STEPS 100 REACHED, DISTANCE 0.0333.
15633	-57.0	100	0.0927	0.1085	-0.0158	MAX STEPS 100 REACHED, DISTANCE 0.1085.
15634	-46.8	100	0.0343	0.0502	-0.0159	MAX STEPS 100 REACHED, DISTANCE 0.0502.
15635	-51.2	100	0.1054	0.0667	0.0387	MAX STEPS 100 REACHED, DISTANCE 0.0667.
15636	-46.9	100	0.0385	0.0483	-0.0099	MAX STEPS 100 REACHED, DISTANCE 0.0483.
15637	-38.4	100	0.0531	0.0183	0.0348	MAX STEPS 100 REACHED, DISTANCE 0.0183.
15638	-54.5	100	0.0939	0.0880	0.0059	MAX STEPS 100 REACHED, DISTANCE 0.0880.
15639	-45.4	100	0.0842	0.0400	0.0443	MAX STEPS 100 REACHED, DISTANCE 0.0400.
15640	-41.1	100	0.0654	0.0267	0.0388	MAX STEPS 100 REACHED, DISTANCE 0.0267.
15641	-45.9	100	0.0791	0.0433	0.0359	MAX STEPS 100 REACHED, DISTANCE 0.0433.
15642	-48.5	100	0.0530	0.0482	0.0048	MAX STEPS 100 REACHED, DISTANCE 0.0482.
15643	-51.1	100	0.0796	0.0671	0.0125	MAX STEPS 100 REACHED, DISTANCE 0.0671.
15644	-58.2	100	0.1072	0.1170	-0.0098	MAX STEPS 100 REACHED, DISTANCE 0.1170.
15645	-52.5	100	0.0637	0.0772	-0.0135	MAX STEPS 100 REACHED, DISTANCE 0.0772.
15646	-36.5	100	0.0170	0.0219	-0.0049	MAX STEPS 100 REACHED, DISTANCE 0.0219.
15647	-47.8	100	0.0881	0.0559	0.0322	MAX STEPS 100 REACHED, DISTANCE 0.0559.
15648	-54.6	100	0.0874	0.0893	-0.0020	MAX STEPS 100 REACHED, DISTANCE 0.0893.
15649	-55.8	100	0.0855	0.0976	-0.0121	MAX STEPS 100 REACHED, DISTANCE 0.0976.
15650	-47.8	100	0.0521	0.0504	0.0017	MAX STEPS 100 REACHED, DISTANCE 0.0504.
15651	-39.0	100	0.0542	0.0271	0.0272	MAX STEPS 100 REACHED, DISTANCE 0.0271.
15652	-58.3	100	0.1102	0.1123	-0.0021	MAX STEPS 100 REACHED, DISTANCE 0.1123.
15653	-41.6	100	0.0594	0.0256	0.0338	MAX STEPS 100 REACHED, DISTANCE 0.0256.
15654	-45.0	100	0.0471	0.0348	0.0123	MAX STEPS 100 REACHED, DISTANCE 0.0348.
15655	-55.5	100	0.0867	0.0933	-0.0066	MAX STEPS 100 REACHED, DISTANCE 0.0933.
15656	-38.5	100	0.0164	0.0261	-0.0097	MAX STEPS 100 REACHED, DISTANCE 0.0261.
15657	-47.9	100	0.0549	0.0559	-0.0009	MAX STEPS 100 REACHED, DISTANCE 0.0559.
15658	-47.3	100	0.0357	0.0504	-0.0147	MAX STEPS 100 REACHED, DISTANCE 0.0504.
15659	-54.0	100	0.0910	0.0788	0.0122	MAX STEPS 100 REACHED, DISTANCE 0.0788.
15660	-45.7	100	0.0394	0.0438	-0.0043	MAX STEPS 100 REACHED, DISTANCE 0.0438.
15661	-49.8	100	0.0821	0.0495	0.0326	MAX STEPS 100 REACHED, DISTANCE 0.0495.
15662	-41.6	100	0.0605	0.0263	0.0342	MAX STEPS 100 REACHED, DISTANCE 0.0263.
15663	-49.5	100	0.0903	0.0605	0.0299	MAX STEPS 100 REACHED, DISTANCE 0.0605.
15664	-53.1	100	0.0975	0.0706	0.0269	MAX STEPS 100 REACHED, DISTANCE 0.0706.
15665	-49.1	100	0.0482	0.0569	-0.0088	MAX STEPS 100 REACHED, DISTANCE 0.0569.
15666	-43.6	100	0.0285	0.0343	-0.0058	MAX STEPS 100 REACHED, DISTANCE 0.0343.
15667	-45.9	100	0.0757	0.0384	0.0373	MAX STEPS 100 REACHED, DISTANCE 0.0384.
15668	-52.3	100	0.0704	0.0796	-0.0092	MAX STEPS 100 REACHED, DISTANCE 0.0796.
15669	-45.9	100	0.0618	0.0403	0.0215	MAX STEPS 100 REACHED, DISTANCE 0.0403.
15670	-48.6	100	0.0538	0.0558	-0.0021	MAX STEPS 100 REACHED, DISTANCE 0.0558.
15671	-35.4	100	0.0353	0.0136	0.0217	MAX STEPS 100 REACHED, DISTANCE 0.0136.
15672	-49.9	100	0.0897	0.0551	0.0346	MAX STEPS 100 REACHED, DISTANCE 0.0551.
15673	-46.3	100	0.0726	0.0410	0.0316	MAX STEPS 100 REACHED, DISTANCE 0.0410.
15674	-50.6	100	0.0726	0.0590	0.0136	MAX STEPS 100 REACHED, DISTANCE 0.0590.
15675	-52.7	100	0.0721	0.0769	-0.0047	MAX STEPS 100 REACHED, DISTANCE 0.0769.
15676	-35.7	100	0.0235	0.0156	0.0079	MAX STEPS 100 REACHED, DISTANCE 0.0156.
15677	-50.9	100	0.0875	0.0656	0.0218	MAX STEPS 100 REACHED, DISTANCE 0.0656.
15678	-41.5	100	0.0491	0.0207	0.0285	MAX STEPS 100 REACHED, DISTANCE 0.0207.
15679	-48.5	100	0.0689	0.0556	0.0134	MAX STEPS 100 REACHED, DISTANCE 0.0556.
15680	-45.4	100	0.0448	0.0439	0.0009	MAX STEPS 100 REACHED, DISTANCE 0.0439.
15681	-43.1	100	0.0530	0.0342	0.0188	MAX STEPS 100 REACHED, DISTANCE 0.0342.
15682	-34.8	100	0.0191	0.0140	0.0051	MAX STEPS 100 REACHED, DISTANCE 0.0140.
15683	-50.1	100	0.0614	0.0641	-0.0026	MAX STEPS 100 REACHED, DISTANCE 0.0641.
15684	-47.0	100	0.0442	0.0517	-0.0074	MAX STEPS 100 REACHED, DISTANCE 0.0517.
15685	-36.2	100	0.0200	0.0160	0.0041	MAX STEPS 100 REACHED, DISTANCE 0.0160.
15686	-54.0	100	0.0804	0.0818	-0.0014	MAX STEPS 100 REACHED, DISTANCE 0.0818.
15687	-49.0	100	0.0868	0.0488	0.0380	MAX STEPS 100 REACHED, DISTANCE 0.0488.
15688	-53.5	100	0.1031	0.0738	0.0293	MAX STEPS 100 REACHED, DISTANCE 0.0738.
15689	-40.1	100	0.0183	0.0284	-0.0101	MAX STEPS 100 REACHED, DISTANCE 0.0284.
15690	-57.1	100	0.1066	0.1105	-0.0039	MAX STEPS 100 REACHED, DISTANCE 0.1105.
15691	-46.4	100	0.0489	0.0430	0.0059	MAX STEPS 100 REACHED, DISTANCE 0.0430.
15692	-40.5	100	0.0406	0.0240	0.0166	MAX STEPS 100 REACHED, DISTANCE 0.0240.
15693	-49.2	100	0.0564	0.0623	-0.0060	MAX STEPS 100 REACHED, DISTANCE 0.0623.
15694	-54.8	100	0.0938	0.0923	0.0016	MAX STEPS 100 REACHED, DISTANCE 0.0923.
15695	-55.5	100	0.0927	0.0977	-0.0050	MAX STEPS 100 REACHED, DISTANCE 0.0977.
15696	-31.0	100	0.0182	0.0140	0.0042	MAX STEPS 100 REACHED, DISTANCE 0.0140.
15697	-48.9	100	0.0794	0.0518	0.0276	MAX STEPS 100 REACHED, DISTANCE 0.0518.
15698	-50.9	100	0.0640	0.0698	-0.0058	MAX STEPS 100 REACHED, DISTANCE 0.0698.
15699	-55.8	100	0.1118	0.0951	0.0167	MAX STEPS 100 REACHED, DISTANCE 0.0951.
15700	-51.6	100	0.0878	0.0685	0.0193	MAX STEPS 100 REACHED, DISTANCE 0.0685.
15701	-37.3	100	0.0138	0.0243	-0.0105	MAX STEPS 100 REACHED, DISTANCE 0.0243.
15702	-42.3	100	0.0590	0.0293	0.0297	MAX STEPS 100 REACHED, DISTANCE 0.0293.
15703	-48.6	100	0.0792	0.0490	0.0302	MAX STEPS 100 REACHED, DISTANCE 0.0490.
15704	-32.0	100	0.0265	0.0061	0.0204	MAX STEPS 100 REACHED, DISTANCE 0.0061.
15705	-45.0	100	0.0382	0.0398	-0.0016	MAX STEPS 100 REACHED, DISTANCE 0.0398.
15706	-44.7	100	0.0493	0.0390	0.0103	MAX STEPS 100 REACHED, DISTANCE 0.0390.
15707	-42.9	100	0.0553	0.0264	0.0289	MAX STEPS 100 REACHED, DISTANCE 0.0264.
15708	-53.3	100	0.0768	0.0818	-0.0050	MAX STEPS 100 REACHED, DISTANCE 0.0818.
15709	-51.6	100	0.0711	0.0737	-0.0026	MAX STEPS 100 REACHED, DISTANCE 0.0737.
15710	-40.3	100	0.0160	0.0286	-0.0126	MAX STEPS 100 REACHED, DISTANCE 0.0286.
15711	-42.3	100	0.0642	0.0279	0.0363	MAX STEPS 100 REACHED, DISTANCE 0.0279.
15712	-57.0	100	0.1019	0.1044	-0.0025	MAX STEPS 100 REACHED, DISTANCE 0.1044.
15713	-47.3	100	0.0574	0.0457	0.0117	MAX STEPS 100 REACHED, DISTANCE 0.0457.
15714	-51.9	100	0.0807	0.0724	0.0083	MAX STEPS 100 REACHED, DISTANCE 0.0724.
15715	-56.5	100	0.0938	0.1051	-0.0112	MAX STEPS 100 REACHED, DISTANCE 0.1051.
15716	-51.6	100	0.0865	0.0691	0.0175	MAX STEPS 100 REACHED, DISTANCE 0.0691.
15717	-47.5	100	0.0542	0.0539	0.0003	MAX STEPS 100 REACHED, DISTANCE 0.0539.
15718	-58.4	100	0.1108	0.1163	-0.0055	MAX STEPS 100 REACHED, DISTANCE 0.1163.
15719	-48.7	100	0.0616	0.0589	0.0028	MAX STEPS 100 REACHED, DISTANCE 0.0589.
15720	-55.9	100	0.0951	0.0968	-0.0017	MAX STEPS 100 REACHED, DISTANCE 0.0968.
15721	-52.7	100	0.0950	0.0677	0.0273	MAX STEPS 100 REACHED, DISTANCE 0.0677.
15722	-46.4	100	0.0780	0.0423	0.0357	MAX STEPS 100 REACHED, DISTANCE 0.0423.
15723	-57.4	100	0.1095	0.1091	0.0004	MAX STEPS 100 REACHED, DISTANCE 0.1091.
15724	-53.3	100	0.0743	0.0837	-0.0094	MAX STEPS 100 REACHED, DISTANCE 0.0837.
15725	-41.0	100	0.0494	0.0240	0.0254	MAX STEPS 100 REACHED, DISTANCE 0.0240.
15726	-39.4	100	0.0109	0.0250	-0.0142	MAX STEPS 100 REACHED, DISTANCE 0.0250.
15727	-44.6	100	0.0687	0.0377	0.0310	MAX STEPS 100 REACHED, DISTANCE 0.0377.
15728	-56.8	100	0.1172	0.1007	0.0165	MAX STEPS 100 REACHED, DISTANCE 0.1007.
15729	-57.6	100	0.1040	0.1104	-0.0064	MAX STEPS 100 REACHED, DISTANCE 0.1104.
15730	-55.6	100	0.1063	0.0875	0.0188	MAX STEPS 100 REACHED, DISTANCE 0.0875.
15731	-54.9	100	0.0990	0.0920	0.0069	MAX STEPS 100 REACHED, DISTANCE 0.0920.
15732	-44.9	100	0.0438	0.0378	0.0060	MAX STEPS 100 REACHED, DISTANCE 0.0378.
15733	-48.9	100	0.0659	0.0506	0.0153	MAX STEPS 100 REACHED, DISTANCE 0.0506.
15734	-56.4	100	0.0990	0.1011	-0.0021	MAX STEPS 100 REACHED, DISTANCE 0.1011.
15735	-46.4	100	0.0392	0.0484	-0.0092	MAX STEPS 100 REACHED, DISTANCE 0.0484.
15736	-45.5	100	0.0492	0.0345	0.0148	MAX STEPS 100 REACHED, DISTANCE 0.0345.
15737	-56.3	100	0.0991	0.1009	-0.0017	MAX STEPS 100 REACHED, DISTANCE 0.1009.
15738	-54.3	100	0.0921	0.0867	0.0054	MAX STEPS 100 REACHED, DISTANCE 0.0867.
15739	-53.3	100	0.1100	0.0766	0.0334	MAX STEPS 100 REACHED, DISTANCE 0.0766.
15740	-53.4	100	0.1076	0.0766	0.0310	MAX STEPS 100 REACHED, DISTANCE 0.0766.
15741	-54.6	100	0.0848	0.0923	-0.0075	MAX STEPS 100 REACHED, DISTANCE 0.0923.
15742	-42.6	100	0.0487	0.0299	0.0188	MAX STEPS 100 REACHED, DISTANCE 0.0299.
15743	-52.1	100	0.0693	0.0743	-0.0050	MAX STEPS 100 REACHED, DISTANCE 0.0743.
15744	-42.4	100	0.0265	0.0347	-0.0083	MAX STEPS 100 REACHED, DISTANCE 0.0347.
15745	-52.8	100	0.1014	0.0748	0.0267	MAX STEPS 100 REACHED, DISTANCE 0.0748.
15746	-48.6	100	0.0527	0.0562	-0.0036	MAX STEPS 100 REACHED, DISTANCE 0.0562.
15747	-41.7	100	0.0239	0.0266	-0.0027	MAX STEPS 100 REACHED, DISTANCE 0.0266.
15748	-53.0	100	0.1065	0.0766	0.0299	MAX STEPS 100 REACHED, DISTANCE 0.0766.
15749	-45.9	100	0.0763	0.0407	0.0356	MAX STEPS 100 REACHED, DISTANCE 0.0407.
15750	-53.5	100	0.0995	0.0741	0.0254	MAX STEPS 100 REACHED, DISTANCE 0.0741.
15751	-53.1	100	0.0920	0.0801	0.0119	MAX STEPS 100 REACHED, DISTANCE 0.0801.
15752	-54.2	100	0.0818	0.0880	-0.0061	MAX STEPS 100 REACHED, DISTANCE 0.0880.
15753	-53.2	100	0.0770	0.0805	-0.0035	MAX STEPS 100 REACHED, DISTANCE 0.0805.
15754	-40.8	100	0.0417	0.0241	0.0176	MAX STEPS 100 REACHED, DISTANCE 0.0241.
15755	-53.7	100	0.0865	0.0845	0.0020	MAX STEPS 100 REACHED, DISTANCE 0.0845.
15756	-43.9	100	0.0500	0.0363	0.0136	MAX STEPS 100 REACHED, DISTANCE 0.0363.
15757	-51.3	100	0.0647	0.0686	-0.0039	MAX STEPS 100 REACHED, DISTANCE 0.0686.
15758	-49.0	100	0.0623	0.0553	0.0070	MAX STEPS 100 REACHED, DISTANCE 0.0553.
15759	-52.0	100	0.0719	0.0705	0.0014	MAX STEPS 100 REACHED, DISTANCE 0.0705.
15760	-51.8	100	0.0759	0.0698	0.0061	MAX STEPS 100 REACHED, DISTANCE 0.0698.
15761	-39.4	100	0.0234	0.0209	0.0024	MAX STEPS 100 REACHED, DISTANCE 0.0209.
15762	-40.4	100	0.0209	0.0251	-0.0042	MAX STEPS 100 REACHED, DISTANCE 0.0251.
15763	-52.7	100	0.0754	0.0784	-0.0030	MAX STEPS 100 REACHED, DISTANCE 0.0784.
15764	-53.1	100	0.0879	0.0718	0.0161	MAX STEPS 100 REACHED, DISTANCE 0.0718.
15765	-42.0	100	0.0543	0.0280	0.0264	MAX STEPS 100 REACHED, DISTANCE 0.0280.
15766	-40.6	100	0.0460	0.0287	0.0172	MAX STEPS 100 REACHED, DISTANCE 0.0287.
15767	-45.9	100	0.0601	0.0425	0.0176	MAX STEPS 100 REACHED, DISTANCE 0.0425.
15768	-43.9	100	0.0481	0.0347	0.0134	MAX STEPS 100 REACHED, DISTANCE 0.0347.
15769	-43.2	100	0.0322	0.0353	-0.0031	MAX STEPS 100 REACHED, DISTANCE 0.0353.
15770	-54.2	100	0.1096	0.0821	0.0275	MAX STEPS 100 REACHED, DISTANCE 0.0821.
15771	-53.7	100	0.0939	0.0833	0.0106	MAX STEPS 100 REACHED, DISTANCE 0.0833.
15772	-46.8	100	0.0528	0.0414	0.0115	MAX STEPS 100 REACHED, DISTANCE 0.0414.
15773	-46.8	100	0.0701	0.0468	0.0233	MAX STEPS 100 REACHED, DISTANCE 0.0468.
15774	-45.2	100	0.0635	0.0426	0.0209	MAX STEPS 100 REACHED, DISTANCE 0.0426.
15775	-45.4	100	0.0451	0.0442	0.0009	MAX STEPS 100 REACHED, DISTANCE 0.0442.
15776	-53.8	100	0.0899	0.0839	0.0060	MAX STEPS 100 REACHED, DISTANCE 0.0839.
15777	-53.4	100	0.0943	0.0718	0.0225	MAX STEPS 100 REACHED, DISTANCE 0.0718.
15778	-46.4	100	0.0575	0.0415	0.0160	MAX STEPS 100 REACHED, DISTANCE 0.0415.
15779	-55.7	100	0.1102	0.0987	0.0115	MAX STEPS 100 REACHED, DISTANCE 0.0987.
15780	-49.9	100	0.0673	0.0594	0.0079	MAX STEPS 100 REACHED, DISTANCE 0.0594.
15781	-47.2	100	0.0559	0.0438	0.0121	MAX STEPS 100 REACHED, DISTANCE 0.0438.
15782	-49.0	100	0.0561	0.0595	-0.0034	MAX STEPS 100 REACHED, DISTANCE 0.0595.
15783	-57.0	100	0.1109	0.1047	0.0063	MAX STEPS 100 REACHED, DISTANCE 0.1047.
15784	-49.4	100	0.0657	0.0564	0.0094	MAX STEPS 100 REACHED, DISTANCE 0.0564.
15785	-43.8	100	0.0645	0.0370	0.0275	MAX STEPS 100 REACHED, DISTANCE 0.0370.
15786	-44.3	100	0.0516	0.0337	0.0179	MAX STEPS 100 REACHED, DISTANCE 0.0337.
15787	-48.3	100	0.0782	0.0560	0.0222	MAX STEPS 100 REACHED, DISTANCE 0.0560.
15788	-47.3	100	0.0578	0.0514	0.0063	MAX STEPS 100 REACHED, DISTANCE 0.0514.
15789	-52.1	100	0.0806	0.0738	0.0069	MAX STEPS 100 REACHED, DISTANCE 0.0738.
15790	-48.7	100	0.0584	0.0584	0.0000	MAX STEPS 100 REACHED, DISTANCE 0.0584.
15791	-41.5	100	0.0421	0.0274	0.0147	MAX STEPS 100 REACHED, DISTANCE 0.0274.
15792	-52.3	100	0.0846	0.0732	0.0114	MAX STEPS 100 REACHED, DISTANCE 0.0732.
15793	-51.3	100	0.0718	0.0698	0.0020	MAX STEPS 100 REACHED, DISTANCE 0.0698.
15794	-47.6	100	0.0748	0.0523	0.0225	MAX STEPS 100 REACHED, DISTANCE 0.0523.
15795	-51.6	100	0.0899	0.0619	0.0280	MAX STEPS 100 REACHED, DISTANCE 0.0619.
15796	-52.2	100	0.0800	0.0776	0.0024	MAX STEPS 100 REACHED, DISTANCE 0.0776.
15797	-45.9	100	0.0600	0.0392	0.0208	MAX STEPS 100 REACHED, DISTANCE 0.0392.
15798	-53.8	100	0.0974	0.0803	0.0171	MAX STEPS 100 REACHED, DISTANCE 0.0803.
15799	-52.2	100	0.0861	0.0649	0.0213	MAX STEPS 100 REACHED, DISTANCE 0.0649.
15800	-51.5	100	0.0815	0.0618	0.0197	MAX STEPS 100 REACHED, DISTANCE 0.0618.
15801	-56.7	100	0.1109	0.0940	0.0170	MAX STEPS 100 REACHED, DISTANCE 0.0940.
15802	-51.6	100	0.0709	0.0708	0.0001	MAX STEPS 100 REACHED, DISTANCE 0.0708.
15803	-44.0	100	0.0439	0.0327	0.0112	MAX STEPS 100 REACHED, DISTANCE 0.0327.
15804	-49.0	100	0.0665	0.0579	0.0086	MAX STEPS 100 REACHED, DISTANCE 0.0579.
15805	-47.9	100	0.0676	0.0453	0.0223	MAX STEPS 100 REACHED, DISTANCE 0.0453.
15806	-50.7	100	0.0717	0.0665	0.0052	MAX STEPS 100 REACHED, DISTANCE 0.0665.
15807	-55.7	100	0.1027	0.0962	0.0065	MAX STEPS 100 REACHED, DISTANCE 0.0962.
15808	-48.5	100	0.0726	0.0536	0.0190	MAX STEPS 100 REACHED, DISTANCE 0.0536.
15809	-51.3	100	0.0723	0.0668	0.0056	MAX STEPS 100 REACHED, DISTANCE 0.0668.
15810	-45.1	100	0.0410	0.0410	0.0000	MAX STEPS 100 REACHED, DISTANCE 0.0410.
15811	-50.2	100	0.0645	0.0636	0.0009	MAX STEPS 100 REACHED, DISTANCE 0.0636.
15812	-53.7	100	0.0947	0.0774	0.0173	MAX STEPS 100 REACHED, DISTANCE 0.0774.
15813	-45.8	100	0.0555	0.0410	0.0146	MAX STEPS 100 REACHED, DISTANCE 0.0410.
15814	-48.3	100	0.0608	0.0537	0.0071	MAX STEPS 100 REACHED, DISTANCE 0.0537.
15815	-44.5	100	0.0431	0.0365	0.0065	MAX STEPS 100 REACHED, DISTANCE 0.0365.
15816	-50.4	100	0.0804	0.0596	0.0208	MAX STEPS 100 REACHED, DISTANCE 0.0596.
15817	-53.3	100	0.0938	0.0842	0.0096	MAX STEPS 100 REACHED, DISTANCE 0.0842.
15818	-51.0	100	0.0732	0.0639	0.0092	MAX STEPS 100 REACHED, DISTANCE 0.0639.
15819	-49.1	100	0.0765	0.0575	0.0190	MAX STEPS 100 REACHED, DISTANCE 0.0575.
15820	-37.9	100	0.0254	0.0226	0.0028	MAX STEPS 100 REACHED, DISTANCE 0.0226.
15821	-55.0	100	0.1067	0.0897	0.0170	MAX STEPS 100 REACHED, DISTANCE 0.0897.
15822	-35.6	100	0.0244	0.0124	0.0119	MAX STEPS 100 REACHED, DISTANCE 0.0124.
15823	-53.7	100	0.0976	0.0754	0.0223	MAX STEPS 100 REACHED, DISTANCE 0.0754.
15824	-53.7	100	0.1010	0.0724	0.0286	MAX STEPS 100 REACHED, DISTANCE 0.0724.
15825	-52.9	100	0.0947	0.0718	0.0229	MAX STEPS 100 REACHED, DISTANCE 0.0718.
15826	-34.2	100	0.0156	0.0126	0.0030	MAX STEPS 100 REACHED, DISTANCE 0.0126.
15827	-42.1	100	0.0349	0.0309	0.0040	MAX STEPS 100 REACHED, DISTANCE 0.0309.
15828	-55.0	100	0.1054	0.0801	0.0252	MAX STEPS 100 REACHED, DISTANCE 0.0801.
15829	-55.8	100	0.1091	0.0926	0.0166	MAX STEPS 100 REACHED, DISTANCE 0.0926.
15830	-51.8	100	0.0936	0.0699	0.0237	MAX STEPS 100 REACHED, DISTANCE 0.0699.
15831	-48.1	100	0.0743	0.0560	0.0183	MAX STEPS 100 REACHED, DISTANCE 0.0560.
15832	-48.1	100	0.0646	0.0486	0.0161	MAX STEPS 100 REACHED, DISTANCE 0.0486.
15833	-57.0	100	0.1067	0.1043	0.0024	MAX STEPS 100 REACHED, DISTANCE 0.1043.
15834	-41.8	100	0.0359	0.0360	-0.0001	MAX STEPS 100 REACHED, DISTANCE 0.0360.
15835	-53.0	100	0.0935	0.0748	0.0187	MAX STEPS 100 REACHED, DISTANCE 0.0748.
15836	-53.2	100	0.0836	0.0806	0.0029	MAX STEPS 100 REACHED, DISTANCE 0.0806.
15837	-54.0	100	0.0925	0.0833	0.0092	MAX STEPS 100 REACHED, DISTANCE 0.0833.
15838	-50.9	100	0.0877	0.0740	0.0137	MAX STEPS 100 REACHED, DISTANCE 0.0740.
15839	-42.2	100	0.0333	0.0270	0.0063	MAX STEPS 100 REACHED, DISTANCE 0.0270.
15840	-49.2	100	0.0748	0.0550	0.0198	MAX STEPS 100 REACHED, DISTANCE 0.0550.
15841	-43.1	100	0.0391	0.0318	0.0073	MAX STEPS 100 REACHED, DISTANCE 0.0318.
15842	-48.9	100	0.0762	0.0577	0.0185	MAX STEPS 100 REACHED, DISTANCE 0.0577.
15843	-50.9	100	0.0869	0.0641	0.0228	MAX STEPS 100 REACHED, DISTANCE 0.0641.
15844	-52.1	100	0.0890	0.0757	0.0134	MAX STEPS 100 REACHED, DISTANCE 0.0757.
15845	-54.5	100	0.1068	0.0843	0.0225	MAX STEPS 100 REACHED, DISTANCE 0.0843.
15846	-53.8	100	0.0862	0.0819	0.0043	MAX STEPS 100 REACHED, DISTANCE 0.0819.
15847	-46.6	100	0.0607	0.0422	0.0185	MAX STEPS 100 REACHED, DISTANCE 0.0422.
15848	-49.5	100	0.0752	0.0609	0.0143	MAX STEPS 100 REACHED, DISTANCE 0.0609.
15849	-55.6	100	0.1007	0.0968	0.0039	MAX STEPS 100 REACHED, DISTANCE 0.0968.
15850	-37.1	100	0.0181	0.0157	0.0024	MAX STEPS 100 REACHED, DISTANCE 0.0157.
15851	-55.3	100	0.1029	0.0889	0.0140	MAX STEPS 100 REACHED, DISTANCE 0.0889.
15852	-50.8	100	0.0871	0.0681	0.0190	MAX STEPS 100 REACHED, DISTANCE 0.0681.
15853	-38.6	100	0.0263	0.0186	0.0077	MAX STEPS 100 REACHED, DISTANCE 0.0186.
15854	-54.5	100	0.1021	0.0915	0.0106	MAX STEPS 100 REACHED, DISTANCE 0.0915.
15855	-46.2	100	0.0574	0.0422	0.0152	MAX STEPS 100 REACHED, DISTANCE 0.0422.
15856	-46.3	100	0.0650	0.0478	0.0172	MAX STEPS 100 REACHED, DISTANCE 0.0478.
15857	-32.5	100	0.0147	0.0100	0.0047	MAX STEPS 100 REACHED, DISTANCE 0.0100.
15858	-54.9	100	0.0900	0.0910	-0.0010	MAX STEPS 100 REACHED, DISTANCE 0.0910.
15859	-53.8	100	0.1054	0.0768	0.0286	MAX STEPS 100 REACHED, DISTANCE 0.0768.
15860	-37.6	100	0.0239	0.0182	0.0057	MAX STEPS 100 REACHED, DISTANCE 0.0182.
15861	-47.9	100	0.0693	0.0449	0.0244	MAX STEPS 100 REACHED, DISTANCE 0.0449.
15862	-41.3	100	0.0305	0.0265	0.0039	MAX STEPS 100 REACHED, DISTANCE 0.0265.
15863	-54.8	100	0.1049	0.0855	0.0195	MAX STEPS 100 REACHED, DISTANCE 0.0855.
15864	-36.8	100	0.0268	0.0175	0.0094	MAX STEPS 100 REACHED, DISTANCE 0.0175.
15865	-52.1	100	0.0926	0.0694	0.0232	MAX STEPS 100 REACHED, DISTANCE 0.0694.
15866	-52.4	100	0.0967	0.0641	0.0326	MAX STEPS 100 REACHED, DISTANCE 0.0641.
15867	-53.6	100	0.0994	0.0739	0.0255	MAX STEPS 100 REACHED, DISTANCE 0.0739.
15868	-49.3	100	0.0788	0.0569	0.0220	MAX STEPS 100 REACHED, DISTANCE 0.0569.
15869	-47.2	100	0.0608	0.0500	0.0108	MAX STEPS 100 REACHED, DISTANCE 0.0500.
15870	-36.3	100	0.0218	0.0173	0.0045	MAX STEPS 100 REACHED, DISTANCE 0.0173.
15871	-44.5	100	0.0517	0.0414	0.0102	MAX STEPS 100 REACHED, DISTANCE 0.0414.
15872	-48.2	100	0.0702	0.0524	0.0177	MAX STEPS 100 REACHED, DISTANCE 0.0524.
15873	-53.2	100	0.1008	0.0790	0.0218	MAX STEPS 100 REACHED, DISTANCE 0.0790.
15874	-51.8	100	0.0765	0.0714	0.0052	MAX STEPS 100 REACHED, DISTANCE 0.0714.
15875	-56.9	100	0.1068	0.1049	0.0019	MAX STEPS 100 REACHED, DISTANCE 0.1049.
15876	-55.7	100	0.1107	0.1013	0.0094	MAX STEPS 100 REACHED, DISTANCE 0.1013.
15877	-51.2	100	0.0871	0.0661	0.0209	MAX STEPS 100 REACHED, DISTANCE 0.0661.
15878	-53.8	100	0.1007	0.0828	0.0179	MAX STEPS 100 REACHED, DISTANCE 0.0828.
15879	-44.1	100	0.0448	0.0387	0.0061	MAX STEPS 100 REACHED, DISTANCE 0.0387.
15880	-47.2	100	0.0654	0.0418	0.0237	MAX STEPS 100 REACHED, DISTANCE 0.0418.
15881	-48.4	100	0.0642	0.0434	0.0208	MAX STEPS 100 REACHED, DISTANCE 0.0434.
